SiteName,Operator,starttime,timeofday,Value
Broadway_35th_St,nyccas,2025-08-02 14:00:00.000,02:00 PM,10.6
Broadway_35th_St,nyccas,2025-08-04 04:00:00.000,04:00 AM,11.91
Broadway_35th_St,nyccas,2025-08-05 08:00:00.000,08:00 AM,45.73
Broadway_35th_St,nyccas,2025-08-07 19:00:00.000,07:00 PM,5.82
Broadway_35th_St,nyccas,2025-08-02 15:00:00.000,03:00 PM,7.79
Broadway_35th_St,nyccas,2025-08-05 12:00:00.000,12:00 PM,49.48
Broadway_35th_St,nyccas,2025-08-08 18:00:00.000,06:00 PM,8.53
Broadway_35th_St,nyccas,2025-08-07 23:00:00.000,11:00 PM,4.59
Broadway_35th_St,nyccas,2025-08-02 20:00:00.000,08:00 PM,12.87
Broadway_35th_St,nyccas,2025-08-05 14:00:00.000,02:00 PM,47.8
Broadway_35th_St,nyccas,2025-08-08 19:00:00.000,07:00 PM,9.31
Broadway_35th_St,nyccas,2025-08-08 09:00:00.000,09:00 AM,6.93
Broadway_35th_St,nyccas,2025-08-07 12:00:00.000,12:00 PM,29.89
Broadway_35th_St,nyccas,2025-08-05 16:00:00.000,04:00 PM,38.87
Broadway_35th_St,nyccas,2025-08-08 23:00:00.000,11:00 PM,7.83
Broadway_35th_St,nyccas,2025-08-09 00:00:00.000,12:00 AM,7.54
Broadway_35th_St,nyccas,2025-08-07 13:00:00.000,01:00 PM,20.79
Broadway_35th_St,nyccas,2025-08-07 10:00:00.000,10:00 AM,36.56
Broadway_35th_St,nyccas,2025-08-09 04:00:00.000,04:00 AM,7.88
Broadway_35th_St,nyccas,2025-08-09 02:00:00.000,02:00 AM,7.13
Broadway_35th_St,nyccas,2025-08-07 17:00:00.000,05:00 PM,8.12
Broadway_35th_St,nyccas,2025-08-07 22:00:00.000,10:00 PM,4.37
Broadway_35th_St,nyccas,2025-08-09 15:00:00.000,03:00 PM,11.07
Cross_Bronx_Expy,nyccas,2025-08-01 19:00:00.000,07:00 PM,16.46
Broadway_35th_St,nyccas,2025-08-08 00:00:00.000,12:00 AM,5.27
Broadway_35th_St,nyccas,2025-08-08 01:00:00.000,01:00 AM,5.01
Broadway_35th_St,nyccas,2025-08-08 21:00:00.000,09:00 PM,8.41
Cross_Bronx_Expy,nyccas,2025-08-02 10:00:00.000,10:00 AM,10.17
Broadway_35th_St,nyccas,2025-08-08 04:00:00.000,04:00 AM,4.68
Broadway_35th_St,nyccas,2025-08-08 08:00:00.000,08:00 AM,6.9
Broadway_35th_St,nyccas,2025-08-09 11:00:00.000,11:00 AM,9.73
Cross_Bronx_Expy,nyccas,2025-08-02 14:00:00.000,02:00 PM,5.9
Broadway_35th_St,nyccas,2025-08-08 06:00:00.000,06:00 AM,5.79
Broadway_35th_St,nyccas,2025-08-08 12:00:00.000,12:00 PM,8.07
Cross_Bronx_Expy,nyccas,2025-08-01 17:00:00.000,05:00 PM,16.09
